Tanggal,Brand,Model,Segment_Fuel,Aktual
2015-01-01,Alfa Romeo,4C,Bensin (ICE),0
2015-01-01,Audi,A4 1.8 AT,Bensin (ICE),10
2015-01-01,Audi,A4 2.0 TFSI,Bensin (ICE),0
2015-01-01,Audi,A5 2.0 TFSI,Bensin (ICE),0
2015-01-01,Audi,A6 1.8 TFSI A/T,Bensin (ICE),0
2015-01-01,Audi,A6 2.0TFSI AT,Bensin (ICE),5
2015-01-01,Audi,A6 2.8 FSI AT,Bensin (ICE),0
2015-01-01,Audi,A6 3.0 Quattro AT,Bensin (ICE),1
2015-01-01,Audi,A7 3.0 AT,Bensin (ICE),0
2015-01-01,Audi,A8L 3.0 AT,Bensin (ICE),0
2015-01-01,Audi,Q3 1.4 TFSI A/T,Bensin (ICE),2
2015-01-01,Audi,Q3 2.0 TFSI,Bensin (ICE),1
2015-01-01,Audi,Q5 2.0 TFSI AT,Bensin (ICE),0
2015-01-01,Audi,Q7 3.0 TFSI AT,Bensin (ICE),0
2015-01-01,Audi,R8 V10,Bensin (ICE),0
2015-01-01,Audi,RS4 4.2 AT,Bensin (ICE),0
2015-01-01,Audi,RS5 4.2 AT,Bensin (ICE),0
2015-01-01,Audi,S3 2.0 TFSI A/T,Bensin (ICE),0
2015-01-01,Audi,TT 2.0 TFSI A/T,Bensin (ICE),0
2015-01-01,Audi,TTS 2.0,Bensin (ICE),0
2015-01-01,BMW,116i,Bensin (ICE),0
2015-01-01,BMW,118i,Bensin (ICE),0
2015-01-01,BMW,218 Grand tourer,Bensin (ICE),0
2015-01-01,BMW,218i Active turer,Bensin (ICE),0
2015-01-01,BMW,300 C,Bensin (ICE),0
2015-01-01,BMW,300 SRT,Bensin (ICE),0
2015-01-01,BMW,320d,Bensin (ICE),5
2015-01-01,BMW,320i Business,Diesel,116
2015-01-01,BMW,320i Gran Turismo,Bensin (ICE),0
2015-01-01,BMW,328i,Bensin (ICE),16
2015-01-01,BMW,330i,Bensin (ICE),0
2015-01-01,BMW,335i,Bensin (ICE),0
2015-01-01,BMW,340i,Bensin (ICE),0
2015-01-01,BMW,418d coupe,Bensin (ICE),0
2015-01-01,BMW,428i Convertible,Bensin (ICE),0
2015-01-01,BMW,428i Grancoupe,Bensin (ICE),0
2015-01-01,BMW,435i Coupe,Bensin (ICE),1
2015-01-01,BMW,520 D,Bensin (ICE),3
2015-01-01,BMW,520i,Bensin (ICE),20
2015-01-01,BMW,528i - F10,Bensin (ICE),9
2015-01-01,BMW,535i - F10,Bensin (ICE),0
2015-01-01,BMW,535i - Gran Turismo,Bensin (ICE),0
2015-01-01,BMW,640i Coupe,Bensin (ICE),1
2015-01-01,BMW,640i Gran Coupe,Bensin (ICE),1
2015-01-01,BMW,650i Gran Coupe,Bensin (ICE),0
2015-01-01,BMW,730 Li Bussiness,Diesel,0
2015-01-01,BMW,740 Li,Bensin (ICE),0
2015-01-01,BMW,760Li,Bensin (ICE),0
2015-01-01,BMW,M135i Coupe,Bensin (ICE),0
2015-01-01,BMW,M235i,Bensin (ICE),1
2015-01-01,BMW,M3 Coupe,Bensin (ICE),0
2015-01-01,BMW,M4 Coupe,Bensin (ICE),2
2015-01-01,BMW,M5,Bensin (ICE),0
2015-01-01,BMW,M6 Coupe,Bensin (ICE),0
2015-01-01,BMW,M6 Grand Coupe,Bensin (ICE),0
2015-01-01,BMW,X1 sDrive 1.8i,Bensin (ICE),3
2015-01-01,BMW,X1 sDrive 2.0 D,Bensin (ICE),0
2015-01-01,BMW,X3 xDrive 2.0 D,Bensin (ICE),0
2015-01-01,BMW,X3 xDrive 2.0i,Bensin (ICE),0
2015-01-01,BMW,X3 xDrive 3.5i,Bensin (ICE),0
2015-01-01,BMW,X4 Xdrive 28i,Bensin (ICE),0
2015-01-01,BMW,X5 M,Bensin (ICE),0
2015-01-01,BMW,X5 xDrive 3.0 D,Bensin (ICE),0
2015-01-01,BMW,X5 xDrive25d,Bensin (ICE),0
2015-01-01,BMW,X5 xDrive35i M Sport,Bensin (ICE),2
2015-01-01,BMW,X5 xDrive35i NEW,Bensin (ICE),0
2015-01-01,BMW,X5 xDrive50i,Bensin (ICE),0
2015-01-01,BMW,X6 M,Bensin (ICE),0
2015-01-01,BMW,X6 xDrive35i,Bensin (ICE),0
2015-01-01,BMW,Z4 sDrive 2.3i,Bensin (ICE),0
2015-01-01,Brand,MODEL/TYPE,Bensin (ICE),0
2015-01-01,Chevrolet,Aveo LS,Bensin (ICE),0
2015-01-01,Chevrolet,Aveo LT,Bensin (ICE),1
2015-01-01,Chevrolet,Aveo LT AT,Bensin (ICE),3
2015-01-01,Chevrolet,Captiva 2.0 Dsl,Bensin (ICE),123
2015-01-01,Chevrolet,Captiva 2.0 Dsl  AWD,Bensin (ICE),2
2015-01-01,Chevrolet,Captiva 2.4 AT,Bensin (ICE),8
2015-01-01,Chevrolet,Lova 1.4 MT,Bensin (ICE),0
2015-01-01,Chevrolet,Orlando 1.8L,Bensin (ICE),0
2015-01-01,Chevrolet,Spin 1.3 LS,Bensin (ICE),97
2015-01-01,Chevrolet,Spin 1.3 LT,Bensin (ICE),0
2015-01-01,Chevrolet,Spin 1.3 LTZ,Bensin (ICE),119
2015-01-01,Chevrolet,Spin 1.5 LS MT,Bensin (ICE),0
2015-01-01,Chevrolet,Spin 1.5 LT MT,Bensin (ICE),0
2015-01-01,Chevrolet,Spin 1.5 LTZ AT,Bensin (ICE),97
2015-01-01,Chevrolet,Spin 1.5 LTZ MT,Bensin (ICE),94
2015-01-01,Chevrolet,Spin Activ 1.5 AT,Bensin (ICE),117
2015-01-01,Chevrolet,Trailblazer 2.8 AWD,Bensin (ICE),1
2015-01-01,Chevrolet,Trax 1.4 LTZ,Bensin (ICE),0
2015-01-01,Chrysler,Sebring,Bensin (ICE),0
2015-01-01,Daihatsu,All New Sirion 1.3,Bensin (ICE),80
2015-01-01,Daihatsu,All New Sirion 1.3 AT,Bensin (ICE),113
2015-01-01,Daihatsu,All New Xenia 1.0 D,Bensin (ICE),403
2015-01-01,Daihatsu,All New Xenia 1.0 M,Bensin (ICE),204
2015-01-01,Daihatsu,All New Xenia 1.3 R,Bensin (ICE),1270
2015-01-01,Daihatsu,All New Xenia 1.3 R AT,Bensin (ICE),152
2015-01-01,Daihatsu,All New Xenia 1.3 X,Bensin (ICE),1174
2015-01-01,Daihatsu,Ayla 1.0 D,Bensin (ICE),20
2015-01-01,Daihatsu,Ayla 1.0 D+,Bensin (ICE),151
2015-01-01,Daihatsu,Ayla 1.0 M AT,Bensin (ICE),202
2015-01-01,Daihatsu,Ayla 1.0 M MT,Bensin (ICE),433
2015-01-01,Daihatsu,Ayla 1.0 X AT,Bensin (ICE),704
2015-01-01,Daihatsu,Ayla 1.0 X AT (Airbag GIIAS),Bensin (ICE),0
2015-01-01,Daihatsu,Ayla 1.0 X AT (Airbag),Bensin (ICE),0
2015-01-01,Daihatsu,Ayla 1.0 X MT,Bensin (ICE),1258
2015-01-01,Daihatsu,Ayla 1.0 X MT (Airbag GIIAS),Bensin (ICE),0
2015-01-01,Daihatsu,Ayla 1.0 X MT (Airbag),Bensin (ICE),0
2015-01-01,Daihatsu,Copen,Bensin (ICE),0
2015-01-01,Daihatsu,Gran Max BV,Bensin (ICE),631
2015-01-01,Daihatsu,Gran Max HI,Bensin (ICE),616
2015-01-01,Daihatsu,Gran Max HI FF,Bensin (ICE),160
2015-01-01,Daihatsu,Gran Max PU 3-Way,Bensin (ICE),808
2015-01-01,Daihatsu,Gran Max PU STD,Bensin (ICE),5342
2015-01-01,Daihatsu,Great New Xenia D,Bensin (ICE),0
2015-01-01,Daihatsu,Great New Xenia M,Bensin (ICE),0
2015-01-01,Daihatsu,Great New Xenia R AT,Bensin (ICE),0
2015-01-01,Daihatsu,Great New Xenia R MT,Bensin (ICE),0
2015-01-01,Daihatsu,Great New Xenia X AT,Bensin (ICE),0
2015-01-01,Daihatsu,Great New Xenia X MT,Bensin (ICE),0
2015-01-01,Daihatsu,Luxio 1.5 D (New),Bensin (ICE),86
2015-01-01,Daihatsu,Luxio 1.5 X AT (New),Bensin (ICE),31
2015-01-01,Daihatsu,Luxio 1.5 X MT (New),Bensin (ICE),135
2015-01-01,Daihatsu,New Terios TS AT,Bensin (ICE),41
2015-01-01,Daihatsu,New Terios TS MT,Bensin (ICE),133
2015-01-01,Daihatsu,New Terios TX AT,Bensin (ICE),80
2015-01-01,Daihatsu,New Terios TX MT,Bensin (ICE),309
2015-01-01,Daihatsu,Terios R AT (MC 2015),Bensin (ICE),0
2015-01-01,Daihatsu,Terios R MT (MC 2015),Bensin (ICE),0
2015-01-01,Daihatsu,Terios X AT (MC 2015),Bensin (ICE),0
2015-01-01,Daihatsu,Terios X MT (MC 2015),Bensin (ICE),0
2015-01-01,Datsun,Datsun GO A,Bensin (ICE),2
2015-01-01,Datsun,Datsun GO T,Bensin (ICE),687
2015-01-01,Datsun,Datsun GO+ 1.2 High MT (T),Bensin (ICE),1944
2015-01-01,Datsun,Datsun GO+ 1.2 Low M/T(D),Bensin (ICE),1
2015-01-01,Datsun,Datsun GO+ 1.2 Mid MT  (A),Bensin (ICE),0
2015-01-01,Dodge,Journey (Sunroof),Bensin (ICE),4
2015-01-01,Faw,CHASSIS  CA 3312P2K15T4YA80   (HD360DT/CC),Bensin (ICE),0
2015-01-01,Faw,CHASSIS  CA1320P2K15L3T1YA80  (FD336CG),Bensin (ICE),1
2015-01-01,Faw,CHASSIS  CA3256P2K15T1YA80    ( FD336DT/CC),Bensin (ICE),26
2015-01-01,Faw,CHASSIS CA1310P2K15L7T4YA80   (HD360CG),Bensin (ICE),5
2015-01-01,Faw,CHASSIS CARGO CA 1253P7K2L11T1          (FD280CG),Bensin (ICE),0
2015-01-01,Faw,CHASSIS CARGO CA1254P7K2L11T1 (FD280CT),Bensin (ICE),0
2015-01-01,Faw,CHASSIS CARGO CA1310PK2L7T4A80 ( HD220 CG),Bensin (ICE),0
2015-01-01,Faw,DUMP TRUCK CA 3312P2K15T4YA80   (HD360DT),Diesel,0
2015-01-01,Faw,DUMP TRUCK CA3256P2K15T1YA80    (FD336DT),Diesel,0
2015-01-01,Faw,MIXER  CA1320P2K15L3T1YA80            (FD336MT),Bensin (ICE),4
2015-01-01,Faw,MIXER CA 5250 GJB  ( FD 280 MT ),Bensin (ICE),0
2015-01-01,Faw,SELF LOADER CA 1320P2K15L3T1YA80    (FD336SL),Bensin (ICE),0
2015-01-01,Faw,TRACTOR HEAD  CA416P1K2YA80   ( DB300TH ),Bensin (ICE),3
2015-01-01,Faw,TRACTOR HEAD CA4250P66K24T1A1EX (FD420TH/J6),Bensin (ICE),0
2015-01-01,Faw,TRACTOR HEAD CA4252P21KK2T1A1Y  (FD420TH),Bensin (ICE),2
2015-01-01,Faw,TRACTOR HEAD CA4322P2K15T1YA80  (FD336TH ),Bensin (ICE),0
2015-01-01,Ford,All New Focus 2.0L S,Bensin (ICE),11
2015-01-01,Ford,All New Focus Titanium 2.0L,Bensin (ICE),1
2015-01-01,Ford,All New Focus Trend 1.6L,Bensin (ICE),0
2015-01-01,Ford,All New Ranger DC 4x2,Diesel,0
2015-01-01,Ford,All New Ranger DC Base,Diesel,22
2015-01-01,Ford,All New Ranger DC Wildtrak,Diesel,23
2015-01-01,Ford,All New Ranger DC XLS,Diesel,10
2015-01-01,Ford,All New Ranger DC XLT,Diesel,10
2015-01-01,Ford,All New Ranger Ras,Diesel,1
2015-01-01,Ford,All New Ranger SC 4x2,Diesel,0
2015-01-01,Ford,All New Ranger SC 4x4,Diesel,5
2015-01-01,Ford,Ecosport 1.5 TiVCT Ambiente MT,Bensin (ICE),0
2015-01-01,Ford,Ecosport 1.5 TiVCT Titanium AT,Bensin (ICE),310
2015-01-01,Ford,Ecosport 1.5 TiVCT Titanium MT,Bensin (ICE),51
2015-01-01,Ford,Ecosport 1.5 TiVCT Trend AT,Bensin (ICE),37
2015-01-01,Ford,Ecosport 1.5 TiVCT Trend MT,Bensin (ICE),12
2015-01-01,Ford,Everest 2.2L Titanium 4x2 AT Plus,Diesel,0
2015-01-01,Ford,Everest 2.5L,Diesel,19
2015-01-01,Ford,Everest 2.5L 4X4,Diesel,0
2015-01-01,Ford,Fiesta 1.6 Sport,Bensin (ICE),0
2015-01-01,Ford,Fiesta 1.6L 5dr AT Sport,Bensin (ICE),0
2015-01-01,Ford,Focus 1.5L (4x2) AT - S,Bensin (ICE),0
2015-01-01,Ford,New Fiesta 1.0L 4D Titanium AT,Bensin (ICE),0
2015-01-01,Ford,New Fiesta 1.0L 5D Sport AT Ecoboost,Bensin (ICE),0
2015-01-01,Ford,New Fiesta 1.0L 5D Sport MT Ecoboost,Bensin (ICE),0
2015-01-01,Ford,New Fiesta 1.5L 5D Sport AT,Bensin (ICE),18
2015-01-01,Ford,New Fiesta 1.5L 5D Sport MT,Bensin (ICE),0
2015-01-01,Ford,New Fiesta 1.5L 5D Style MT,Bensin (ICE),0
2015-01-01,Ford,New Fiesta 1.5L 5D Trend AT,Bensin (ICE),26
2015-01-01,Ford,New Fiesta 1.5L 5D Trend MT,Bensin (ICE),4
2015-01-01,Ford,Ranger Double Cab 2.2L Base  (4x4) MT,Diesel,0
2015-01-01,Ford,Ranger Double Cab 2.2L XLS (4x4) MT,Diesel,0
2015-01-01,Ford,Ranger Double Cab 2.2L XLS (4x4) MT  - Plus,Diesel,0
2015-01-01,Ford,Ranger Double Cab 3.2L Wildtrak (4x4) AT,Diesel,0
2015-01-01,Ford,Ranger Single Cab 2.2L Base (4x4) MT,Diesel,0
2015-01-01,Geely,Emgrand (EC7),Bensin (ICE),3
2015-01-01,Geely,Emgrand7 (RV),Bensin (ICE),0
2015-01-01,Geely,LC Croos GL,Bensin (ICE),0
2015-01-01,Geely,LC Croos GS,Bensin (ICE),0
2015-01-01,Geely,LC GL,Bensin (ICE),0
2015-01-01,Geely,LC GS 1.3,Bensin (ICE),0
2015-01-01,Geely,MK GS,Bensin (ICE),0
2015-01-01,Geely,MK GT,Bensin (ICE),0
2015-01-01,Geely,MK2 GT 1.5L,Bensin (ICE),0
2015-01-01,Geely,TX 4,Bensin (ICE),0
2015-01-01,Hino,A 215,Bensin (ICE),3
2015-01-01,Hino,Dutro 110 HD STD,Bensin (ICE),53
2015-01-01,Hino,Dutro 110 LD STD,Bensin (ICE),96
2015-01-01,Hino,Dutro 110 SD STD,Bensin (ICE),165
2015-01-01,Hino,Dutro 110 SD-B,Bensin (ICE),2
2015-01-01,Hino,Dutro 110 SD-LB,Bensin (ICE),4
2015-01-01,Hino,Dutro 110LD-LB,Bensin (ICE),0
2015-01-01,Hino,Dutro 110SD-LT,Bensin (ICE),122
2015-01-01,Hino,Dutro 130 HD STD 6.4,Bensin (ICE),587
2015-01-01,Hino,Dutro 130 MD STD,Bensin (ICE),3
2015-01-01,Hino,Dutro 130 MD-L,Bensin (ICE),85
2015-01-01,Hino,FB 130,Bensin (ICE),11
2015-01-01,Hino,FC 190 J,Bensin (ICE),5
2015-01-01,Hino,FC 190 J Bus,Diesel,10
2015-01-01,Hino,FG 215 JE,Bensin (ICE),1
2015-01-01,Hino,FG 215 JP,Bensin (ICE),0
2015-01-01,Hino,FG 235 JJ,Bensin (ICE),61
2015-01-01,Hino,FG 235 JK,Bensin (ICE),1
2015-01-01,Hino,FG 235 JL,Bensin (ICE),16
2015-01-01,Hino,FG 235 JP,Bensin (ICE),72
2015-01-01,Hino,FG 235 JS,Bensin (ICE),11
2015-01-01,Hino,FG 235 TH,Bensin (ICE),10
2015-01-01,Hino,FG 240 JP,Bensin (ICE),0
2015-01-01,Hino,FG 240 JS,Bensin (ICE),0
2015-01-01,Hino,FG 245 JJ,Bensin (ICE),0
2015-01-01,Hino,FG 245 JK,Bensin (ICE),0
2015-01-01,Hino,FG 245 JL,Bensin (ICE),0
2015-01-01,Hino,FG 245 JP,Bensin (ICE),0
2015-01-01,Hino,FG 245 JS,Bensin (ICE),0
2015-01-01,Hino,FG 245 TH,Bensin (ICE),0
2015-01-01,Hino,FG 260 JM,Bensin (ICE),1
2015-01-01,Hino,FL 235 JN,Bensin (ICE),16
2015-01-01,Hino,FL 235 JW,Bensin (ICE),50
2015-01-01,Hino,FL 240 JW,Bensin (ICE),0
2015-01-01,Hino,FL 245 JN,Bensin (ICE),0
2015-01-01,Hino,FL 245 JW,Bensin (ICE),0
2015-01-01,Hino,FL 260 JT,Bensin (ICE),24
2015-01-01,Hino,FL 260 JW,Bensin (ICE),38
2015-01-01,Hino,FL 265 JT,Bensin (ICE),0
2015-01-01,Hino,FM 235 JD,Bensin (ICE),0
2015-01-01,Hino,FM 245 JD,Bensin (ICE),0
2015-01-01,Hino,FM 260 JD,Bensin (ICE),204
2015-01-01,Hino,FM 260 JM,Bensin (ICE),35
2015-01-01,Hino,FM 260 JW,Bensin (ICE),31
2015-01-01,Hino,FM 260 TH,Bensin (ICE),1
2015-01-01,Hino,FM 265 TH,Bensin (ICE),0
2015-01-01,Hino,FM 285 JD,Bensin (ICE),0
2015-01-01,Hino,FM 285 JW,Bensin (ICE),2
2015-01-01,Hino,FM 285 TH,Bensin (ICE),0
2015-01-01,Hino,FM 320 PD,Bensin (ICE),0
2015-01-01,Hino,FM 320 PN,Bensin (ICE),18
2015-01-01,Hino,FM 350 PD,Bensin (ICE),0
2015-01-01,Hino,FM 350 PL,Bensin (ICE),0
2015-01-01,Hino,FM 350 TH,Bensin (ICE),0
2015-01-01,Hino,GY 350 PU,Bensin (ICE),0
2015-01-01,Hino,R 235,Bensin (ICE),0
2015-01-01,Hino,R 260,Bensin (ICE),4
2015-01-01,Hino,RN 285,Bensin (ICE),0
2015-01-01,Hino,SG 260 TH,Bensin (ICE),35
2015-01-01,Hino,SG 285 TH,Bensin (ICE),5
2015-01-01,Honda,All New City IVTEC E,Bensin (ICE),26
2015-01-01,Honda,All New City IVTEC E AT,Bensin (ICE),138
2015-01-01,Honda,All New City IVTEC ES AT,Bensin (ICE),30
2015-01-01,Honda,All New City IVTEC S,Bensin (ICE),0
2015-01-01,Honda,All New City IVTEC S AT,Bensin (ICE),0
2015-01-01,Honda,All New Civic,Bensin (ICE),11
2015-01-01,Honda,All New Civic 1.9,Bensin (ICE),0
2015-01-01,Honda,All New Civic AT,Bensin (ICE),88
2015-01-01,Honda,All New Jazz A AT  15,Bensin (ICE),0
2015-01-01,Honda,All New Jazz RS   15,Bensin (ICE),1184
2015-01-01,Honda,All New Jazz RS AT  15,Bensin (ICE),2154
2015-01-01,Honda,All New Jazz S AT  15,Bensin (ICE),55
2015-01-01,Honda,Brio E AT,Bensin (ICE),923
2015-01-01,Honda,Brio S AT,Bensin (ICE),187
2015-01-01,Honda,Brio SATYA A,Bensin (ICE),113
2015-01-01,Honda,Brio SATYA E,Bensin (ICE),2469
2015-01-01,Honda,Brio SATYA S,Bensin (ICE),492
2015-01-01,Honda,CR-Z,Bensin (ICE),0
2015-01-01,Honda,CR-Z AT,Bensin (ICE),0
2015-01-01,Honda,HR-V A,Bensin (ICE),53
2015-01-01,Honda,HR-V E,Bensin (ICE),1230
2015-01-01,Honda,HR-V Prestige,Bensin (ICE),640
2015-01-01,Honda,HR-V S,Bensin (ICE),230
2015-01-01,Honda,Mobilio E,Bensin (ICE),2045
2015-01-01,Honda,Mobilio E Prestige,Bensin (ICE),205
2015-01-01,Honda,Mobilio RS,Bensin (ICE),2847
2015-01-01,Honda,Mobilio S,Bensin (ICE),359
2015-01-01,Honda,New Accord ES,Bensin (ICE),0
2015-01-01,Honda,New Accord VTI AT,Bensin (ICE),0
2015-01-01,Honda,New Accord VTi-L,Bensin (ICE),73
2015-01-01,Honda,New CR-V '14,Bensin (ICE),10
2015-01-01,Honda,New CR-V '14 Prestige,Bensin (ICE),0
2015-01-01,Honda,New CR-V '15,Bensin (ICE),824
2015-01-01,Honda,New CR-V '15 Prestige,Bensin (ICE),209
2015-01-01,Honda,New Freed,Bensin (ICE),116
2015-01-01,Honda,New Freed A,Bensin (ICE),0
2015-01-01,Honda,New Freed PSD & SRS,Bensin (ICE),144
2015-01-01,Honda,Odyssey,Bensin (ICE),0
2015-01-01,Honda,Odyssey Prestige,Bensin (ICE),0
2015-01-01,Hyundai,Excel III,Bensin (ICE),0
2015-01-01,Hyundai,Grand Avega GL,Bensin (ICE),3
2015-01-01,Hyundai,Grand Avega GL AT,Bensin (ICE),9
2015-01-01,Hyundai,Grand i10 GL,Bensin (ICE),3
2015-01-01,Hyundai,Grand i10 GLS,Bensin (ICE),48
2015-01-01,Hyundai,H-1 Elegance,Bensin (ICE),7
2015-01-01,Hyundai,H-1 Elegance CRDi AT,Bensin (ICE),0
2015-01-01,Hyundai,H-1 Royale,Bensin (ICE),12
2015-01-01,Hyundai,H-1 XG,Bensin (ICE),3
2015-01-01,Hyundai,H-1 XG CRDi,Bensin (ICE),8
2015-01-01,Hyundai,New Santa FE,Bensin (ICE),19
2015-01-01,Hyundai,New Santa FE  2.4,Bensin (ICE),14
2015-01-01,Hyundai,New Santa FE 4X4 2.2,Bensin (ICE),0
2015-01-01,Hyundai,Sonata YF 2.0,Bensin (ICE),0
2015-01-01,Hyundai,Sonata YF 2.4,Bensin (ICE),0
2015-01-01,Hyundai,Starex Mover,Bensin (ICE),8
2015-01-01,Hyundai,Tucson GLS,Bensin (ICE),4
2015-01-01,Hyundai,Tucson XG,Bensin (ICE),5
2015-01-01,Infiniti,Q50 2.0 T,Bensin (ICE),0
2015-01-01,Infiniti,QX70 3.7,Bensin (ICE),0
2015-01-01,Infiniti,QX70 5.0,Bensin (ICE),0
2015-01-01,Infiniti,QX80 5.6,Bensin (ICE),0
2015-01-01,Isuzu,Bison Bus Chs,Diesel,0
2015-01-01,Isuzu,Bison Flat Bed,Bensin (ICE),0
2015-01-01,Isuzu,Bison STD,Bensin (ICE),2
2015-01-01,Isuzu,D-MAX DC H,Diesel,0
2015-01-01,Isuzu,D-MAX DC H AT,Diesel,0
2015-01-01,Isuzu,D-MAX DC L,Diesel,20
2015-01-01,Isuzu,D-MAX SC,Diesel,5
2015-01-01,Isuzu,FRR90,Bensin (ICE),15
2015-01-01,Isuzu,FTR90L,Bensin (ICE),1
2015-01-01,Isuzu,FTR90P,Bensin (ICE),6
2015-01-01,Isuzu,FTR90S,Bensin (ICE),16
2015-01-01,Isuzu,FVM34 Q,Bensin (ICE),10
2015-01-01,Isuzu,FVM34 W,Bensin (ICE),76
2015-01-01,Isuzu,FVR34L,Bensin (ICE),4
2015-01-01,Isuzu,FVR34P,Bensin (ICE),36
2015-01-01,Isuzu,FVR34S,Bensin (ICE),13
2015-01-01,Isuzu,FVZ34 P,Bensin (ICE),44
2015-01-01,Isuzu,FVZ34 T LWB,Bensin (ICE),11
2015-01-01,Isuzu,GVR34H,Bensin (ICE),11
2015-01-01,Isuzu,GVZ34K,Bensin (ICE),0
2015-01-01,Isuzu,MU-X,Diesel,1
2015-01-01,Isuzu,NHR 55 C/C,Bensin (ICE),61
2015-01-01,Isuzu,NHR 55 C/O,Bensin (ICE),172
2015-01-01,Isuzu,NKR 55 C/C,Bensin (ICE),92
2015-01-01,Isuzu,NKR 55 C/O,Bensin (ICE),16
2015-01-01,Isuzu,NKR 55 LWB,Bensin (ICE),149
2015-01-01,Isuzu,NKR 55-6T CC,Bensin (ICE),0
2015-01-01,Isuzu,NKR71 HD 6.5,Bensin (ICE),594
2015-01-01,Isuzu,"NKR71 STD 5,8",Bensin (ICE),234
2015-01-01,Isuzu,NQR71 EC,Bensin (ICE),16
2015-01-01,Isuzu,Panther LM,Diesel,69
2015-01-01,Isuzu,Panther LS,Diesel,38
2015-01-01,Isuzu,Panther LV,Diesel,38
2015-01-01,Isuzu,Panther Touring Long,Diesel,55
2015-01-01,Isuzu,Panther Turbo F/D PU,Diesel,94
2015-01-01,Isuzu,Panther Turbo G/D PU,Diesel,81
2015-01-01,Isuzu,Panther Turbo PU,Diesel,72
2015-01-01,Jaguar,F-TYPE S Convtible,Bensin (ICE),1
2015-01-01,Jaguar,F-TYPE S Coupe,Bensin (ICE),0
2015-01-01,Jaguar,XE 2.0 Prestige,Bensin (ICE),0
2015-01-01,Jaguar,XE 2.0 R-Sport,Bensin (ICE),0
2015-01-01,Jaguar,XF 2.0 Premium Luxury,Bensin (ICE),1
2015-01-01,Jaguar,XF 3.0 Premium Luxury,Bensin (ICE),0
2015-01-01,Jaguar,XJL 2.0 Premium Luxury,Bensin (ICE),0
2015-01-01,Jaguar,XJL 3.0 Portfolio,Bensin (ICE),1
2015-01-01,Jeep,Jeep Cherokee,Bensin (ICE),0
2015-01-01,Jeep,Jeep Compass,Bensin (ICE),0
2015-01-01,Jeep,Jeep Grand Cherokee,Bensin (ICE),0
2015-01-01,Jeep,Jeep Grand Cherokee SRT,Bensin (ICE),0
2015-01-01,Jeep,Jeep Wrangler,Bensin (ICE),24
2015-01-01,KIA,All New BT-50 Pro FSC,Bensin (ICE),0
2015-01-01,KIA,All New BT-50 Pro SC,Bensin (ICE),1
2015-01-01,KIA,All New Rio,Bensin (ICE),93
2015-01-01,KIA,All New Rio AT,Bensin (ICE),101
2015-01-01,KIA,Carens,Bensin (ICE),2
2015-01-01,KIA,Carens AT,Bensin (ICE),2
2015-01-01,KIA,Cerato,Bensin (ICE),0
2015-01-01,KIA,K-2700 BIG-UP PU,Bensin (ICE),13
2015-01-01,KIA,Optima,Bensin (ICE),0
2015-01-01,KIA,Picanto Morning,Bensin (ICE),22
2015-01-01,KIA,Picanto OPT,Bensin (ICE),162
2015-01-01,KIA,Picanto Platinum,Bensin (ICE),3
2015-01-01,KIA,Pregio AT,Bensin (ICE),0
2015-01-01,KIA,Rio Taxi,Bensin (ICE),0
2015-01-01,KIA,Saga FL,Bensin (ICE),25
2015-01-01,KIA,Sorento,Bensin (ICE),1
2015-01-01,KIA,Sorento Diesel,Diesel,3
2015-01-01,KIA,Sportage EX,Bensin (ICE),5
2015-01-01,KIA,Sportage EX Dsl,Bensin (ICE),0
2015-01-01,KIA,Sportage LX,Bensin (ICE),15
2015-01-01,KIA,Sportage Platinum,Bensin (ICE),3
2015-01-01,Land Rover,Defender 110SW,Bensin (ICE),2
2015-01-01,Land Rover,Defender 90SW,Bensin (ICE),0
2015-01-01,Land Rover,Discovery HSE,Bensin (ICE),3
2015-01-01,Land Rover,Discovery Sport 2.0 HSE Si4,Bensin (ICE),0
2015-01-01,Land Rover,Freelander SE,Bensin (ICE),0
2015-01-01,Land Rover,Range Rover Autobiography,Bensin (ICE),1
2015-01-01,Land Rover,Range Rover Evoque,Bensin (ICE),4
2015-01-01,Land Rover,Range Rover Sport Autobiography,Bensin (ICE),1
2015-01-01,Land Rover,Range Rover Sport HSE,Bensin (ICE),4
2015-01-01,Land Rover,Range Rover Vogue,Bensin (ICE),1
2015-01-01,Land Rover,Range Rover Vogue SE,Bensin (ICE),0
2015-01-01,Lexus,Lexus  LX 570,Bensin (ICE),6
2015-01-01,Lexus,Lexus  RX 270,Bensin (ICE),0
2015-01-01,Lexus,Lexus  RX 350,Bensin (ICE),0
2015-01-01,Lexus,Lexus ES 250 H,Bensin (ICE),0
2015-01-01,Lexus,Lexus ES 300 H,Bensin (ICE),1
2015-01-01,Lexus,Lexus GS 250,Bensin (ICE),0
2015-01-01,Lexus,Lexus GS 350,Bensin (ICE),0
2015-01-01,Lexus,Lexus GS450 Hybrid,Hybrid (HEV),0
2015-01-01,Lexus,Lexus IS 250,Bensin (ICE),0
2015-01-01,Lexus,Lexus LS 460,Bensin (ICE),1
2015-01-01,Lexus,Lexus LS 600 Hybrid,Hybrid (HEV),0
2015-01-01,Lexus,Lexus NX 200,Bensin (ICE),0
2015-01-01,Lexus,Lexus RC F,Bensin (ICE),0
