Tanggal,Brand,Model,Segment_Fuel,Aktual
2021-02-01,Mercedes-Benz,Actros 4043 AK LOG,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Actros 4043 AK Mining,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Actros 4045 AS,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Actros 4048 S,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Actros 4054 S,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Actros 4843 K,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Arocs 2536 A,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Arocs 2536 L,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Arocs 2545 A,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Arocs 4040 K,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Arocs 4045 AK,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Arocs 4845 K,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Axor 1623 C,Bensin (ICE),1
2021-02-01,Mercedes-Benz,Axor 1623 R / 51,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Axor 1623 R / 60,Bensin (ICE),2
2021-02-01,Mercedes-Benz,Axor 2523 R / 45,Bensin (ICE),1
2021-02-01,Mercedes-Benz,Axor 2523 R / 4500 (Bogie),Bensin (ICE),0
2021-02-01,Mercedes-Benz,Axor 2523 R / 57,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Axor 2523 R / 5700 (Bogie),Bensin (ICE),0
2021-02-01,Mercedes-Benz,Axor 2528 C,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Axor 2528 CH,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Axor 2528 R,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Axor 2528 R / 5700 (Bogie),Bensin (ICE),0
2021-02-01,Mercedes-Benz,Axor 2528 RMC,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Axor 3128 CM,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Axor 3336 K,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Axor 3340 S,Bensin (ICE),6
2021-02-01,Mercedes-Benz,Axor 4028 T,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Axor 4843 K,Bensin (ICE),27
2021-02-01,Mercedes-Benz,Axor 4928 T,Bensin (ICE),3
2021-02-01,Mercedes-Benz,Axor Other,Bensin (ICE),0
2021-02-01,Mercedes-Benz,B 200 Progressive ( W247),Bensin (ICE),0
2021-02-01,Mercedes-Benz,C 200 AMG,Bensin (ICE),13
2021-02-01,Mercedes-Benz,C 200 Coupe,Bensin (ICE),3
2021-02-01,Mercedes-Benz,C 300 AMG,Bensin (ICE),25
2021-02-01,Mercedes-Benz,C 43 Coupe (C205)*,Bensin (ICE),0
2021-02-01,Mercedes-Benz,C180,Bensin (ICE),6
2021-02-01,Mercedes-Benz,CLA 200 AMG Line (C117),Bensin (ICE),0
2021-02-01,Mercedes-Benz,CLA 200 AMG Line (C118),Bensin (ICE),0
2021-02-01,Mercedes-Benz,CLS 350 AMG,Bensin (ICE),2
2021-02-01,Mercedes-Benz,E 200 ( CBU ),Bensin (ICE),0
2021-02-01,Mercedes-Benz,E 200 AVA,Bensin (ICE),8
2021-02-01,Mercedes-Benz,E 250 AVA,Bensin (ICE),0
2021-02-01,Mercedes-Benz,E 300 ( CBU ),Bensin (ICE),0
2021-02-01,Mercedes-Benz,E 300 AVA,Bensin (ICE),11
2021-02-01,Mercedes-Benz,E 350 AMG,Bensin (ICE),1
2021-02-01,Mercedes-Benz,E 53 4 M+ (W213)*,Bensin (ICE),0
2021-02-01,Mercedes-Benz,E 53 4M+ (W213),Bensin (ICE),0
2021-02-01,Mercedes-Benz,G 63,Bensin (ICE),3
2021-02-01,Mercedes-Benz,GLA 200,Bensin (ICE),0
2021-02-01,Mercedes-Benz,GLA 200 Progressive Line ( H247),Bensin (ICE),0
2021-02-01,Mercedes-Benz,GLB 200 Progressive Line ( X247),Bensin (ICE),26
2021-02-01,Mercedes-Benz,GLC 200 AMG,Bensin (ICE),0
2021-02-01,Mercedes-Benz,GLC 200 AMG ( FL ),Bensin (ICE),0
2021-02-01,Mercedes-Benz,GLC 200 Exclusive,Bensin (ICE),0
2021-02-01,Mercedes-Benz,GLC 300 Coupe,Bensin (ICE),4
2021-02-01,Mercedes-Benz,GLC 43 (X253),Bensin (ICE),0
2021-02-01,Mercedes-Benz,GLE 400 Coupe,Bensin (ICE),1
2021-02-01,Mercedes-Benz,GLE 43 Coupe,Bensin (ICE),0
2021-02-01,Mercedes-Benz,GLE 450 (V167),Bensin (ICE),25
2021-02-01,Mercedes-Benz,GLE 450 Coupe 4MATIC AMG Line (C167)*,Bensin (ICE),7
2021-02-01,Mercedes-Benz,GLS 450 (X167),Bensin (ICE),7
2021-02-01,Mercedes-Benz,GT 53 4MATIC+ (X290)*,Bensin (ICE),0
2021-02-01,Mercedes-Benz,O 500 RS 1836,Bensin (ICE),0
2021-02-01,Mercedes-Benz,O 500 U 1726,Bensin (ICE),0
2021-02-01,Mercedes-Benz,OC 500 RF 2542 DD,Bensin (ICE),0
2021-02-01,Mercedes-Benz,OC 500 RF 2542 Maxi,Bensin (ICE),1
2021-02-01,Mercedes-Benz,OF 1623,Bensin (ICE),0
2021-02-01,Mercedes-Benz,OF 917 AT (WB 5300),Bensin (ICE),0
2021-02-01,Mercedes-Benz,OF 917 MT (WB 4250),Bensin (ICE),2
2021-02-01,Mercedes-Benz,OF 917 MT (WB 5300),Bensin (ICE),0
2021-02-01,Mercedes-Benz,OH 1526,Bensin (ICE),0
2021-02-01,Mercedes-Benz,OH 1626 L AT,Bensin (ICE),0
2021-02-01,Mercedes-Benz,OH 1626 L MT,Bensin (ICE),9
2021-02-01,Mercedes-Benz,S 450,Bensin (ICE),12
2021-02-01,Mercedes-Benz,S 450 (V223),Bensin (ICE),0
2021-02-01,Mercedes-Benz,S 560 (X222)*,Bensin (ICE),0
2021-02-01,Mercedes-Benz,Seprinter,Bensin (ICE),0
2021-02-01,Mercedes-Benz,V 220,Bensin (ICE),0
2021-02-01,Mercedes-Benz,V 260,Bensin (ICE),6
2021-02-01,Mercedes-Benz,VITO,Bensin (ICE),4
2021-02-01,Mini,Cooper 5 Door A/T,Bensin (ICE),5
2021-02-01,Mini,Cooper Clubman A/T,Bensin (ICE),4
2021-02-01,Mini,Cooper Convertible A/T,Bensin (ICE),5
2021-02-01,Mini,Cooper Countryman F60 CKD A/T,Bensin (ICE),6
2021-02-01,Mini,Cooper Hatch A/T,Bensin (ICE),4
2021-02-01,Mini,Cooper S 5 Door A/T,Bensin (ICE),1
2021-02-01,Mini,Cooper S Clubman A/T,Bensin (ICE),0
2021-02-01,Mini,Cooper S Convertible A/T,Bensin (ICE),3
2021-02-01,Mini,Cooper S Countryman F60 CKD A/T,Bensin (ICE),6
2021-02-01,Mini,Cooper S Hatch A/T,Bensin (ICE),14
2021-02-01,Mini,John Cooper Works ALL4 A/T,Bensin (ICE),0
2021-02-01,Mini,John Cooper Works ALL4 Clubman A/T,Bensin (ICE),0
2021-02-01,Mini,John Cooper Works Convertible A/T,Bensin (ICE),0
2021-02-01,Mini,John Cooper Works GP A/T,Bensin (ICE),0
2021-02-01,Mini,John Cooper Works Hatch A/T,Bensin (ICE),2
2021-02-01,Mitsubishi,Eclipse Cross,Bensin (ICE),12
2021-02-01,Mitsubishi,FE 71 - 4 W,Bensin (ICE),391
2021-02-01,Mitsubishi,FE 71 BC - 4 W,Bensin (ICE),3
2021-02-01,Mitsubishi,FE 73 - 6 W,Bensin (ICE),57
2021-02-01,Mitsubishi,FE 73 HD - 6 W,Bensin (ICE),20
2021-02-01,Mitsubishi,FE 74 HDV - 6 W,Bensin (ICE),751
2021-02-01,Mitsubishi,FE 74 S - 6 W,Bensin (ICE),296
2021-02-01,Mitsubishi,FE 75 SUPER HD - 6 W,Bensin (ICE),726
2021-02-01,Mitsubishi,FE 83 BC - 6 W,Bensin (ICE),0
2021-02-01,Mitsubishi,FE 84 - 6 W,Bensin (ICE),257
2021-02-01,Mitsubishi,FE 84 SHD - 6 W,Bensin (ICE),0
2021-02-01,Mitsubishi,FE 84G BC - 6 W,Bensin (ICE),13
2021-02-01,Mitsubishi,FE B7 LHD (4X2) M/T,Bensin (ICE),0
2021-02-01,Mitsubishi,FI 1217 (4X2) M/T,Bensin (ICE),0
2021-02-01,Mitsubishi,FJ 2523 (6X2) M/T,Bensin (ICE),0
2021-02-01,Mitsubishi,FM 517 HL (4X2),Bensin (ICE),0
2021-02-01,Mitsubishi,FM 517 HS (4X2),Bensin (ICE),18
2021-02-01,Mitsubishi,FM 65 FL (4X2),Bensin (ICE),0
2021-02-01,Mitsubishi,FM 65 FL HI GEAR (4X2),Bensin (ICE),7
2021-02-01,Mitsubishi,FM 65 FM (4X2),Bensin (ICE),2
2021-02-01,Mitsubishi,FM 65 FM HI GEAR (4X2),Bensin (ICE),2
2021-02-01,Mitsubishi,FM 65 FS (4X2),Bensin (ICE),2
2021-02-01,Mitsubishi,FM 65 FS HI GEAR (4X2),Bensin (ICE),5
2021-02-01,Mitsubishi,FM 65 FSL (4X2),Bensin (ICE),2
2021-02-01,Mitsubishi,FM 65 FSL HI GEAR (4X2),Bensin (ICE),5
2021-02-01,Mitsubishi,FN 517 ML2 (6X2),Bensin (ICE),8
2021-02-01,Mitsubishi,FN 527 ML  (6X4),Bensin (ICE),51
2021-02-01,Mitsubishi,FN 527 MS  (6X4),Bensin (ICE),1
2021-02-01,Mitsubishi,FN 61 FL  (6X2),Bensin (ICE),0
2021-02-01,Mitsubishi,FN 61 FL HD  (6X2),Bensin (ICE),11
2021-02-01,Mitsubishi,FN 61 FM HD  (6X2),Bensin (ICE),13
2021-02-01,Mitsubishi,FN 61 FS  (6X2),Bensin (ICE),0
2021-02-01,Mitsubishi,FN 62 F (6X4),Bensin (ICE),19
2021-02-01,Mitsubishi,FN 62 F HD (6X4),Bensin (ICE),1
2021-02-01,Mitsubishi,FN 62 F TH (6X4),Bensin (ICE),0
2021-02-01,Mitsubishi,FN 62 FL HD (6X4),Bensin (ICE),19
2021-02-01,Mitsubishi,FZY3W T 6X4 M/T,Bensin (ICE),0
2021-02-01,Mitsubishi,L300 D C/H,Bensin (ICE),0
2021-02-01,Mitsubishi,L300 D CC,Bensin (ICE),76
2021-02-01,Mitsubishi,L300 D P/U FLD,Bensin (ICE),1668
2021-02-01,Mitsubishi,L300 D P/U STD,Bensin (ICE),206
2021-02-01,Mitsubishi,Outlander PHEV,Hybrid (HEV),0
2021-02-01,Mitsubishi,Pajero 3.8 EXCEED,Bensin (ICE),0
2021-02-01,Mitsubishi,Pajero Sport 2.4L DAKAR (4x2) 8AT,Diesel,620
2021-02-01,Mitsubishi,Pajero Sport 2.4L DAKAR ULTIMATE-L 4X4 8A,Diesel,111
2021-02-01,Mitsubishi,Pajero Sport 2.4L DAKAR Utimate (4x2) 8AT,Diesel,60
2021-02-01,Mitsubishi,Pajero Sport 2.5 E HP (4X2) 5 AT - DAKAR,Diesel,0
2021-02-01,Mitsubishi,Pajero Sport 2.5 L EXCEED (4X2) 5AT,Diesel,9
2021-02-01,Mitsubishi,Pajero Sport 2.5 L EXCEED (4X2) 5MT,Diesel,14
2021-02-01,Mitsubishi,Pajero Sport 2.5L GLX (4x4) 5MT,Diesel,28
2021-02-01,Mitsubishi,Triton 2.5L DC EXCEED (4X4) MT,Diesel,22
2021-02-01,Mitsubishi,Triton 2.5L DC GLS (4X4) MT,Diesel,27
2021-02-01,Mitsubishi,Triton 2.5L DC HDX (4X4) MT,Diesel,250
2021-02-01,Mitsubishi,Triton 2.5L SC GLX (4X2) MT,Diesel,0
2021-02-01,Mitsubishi,Triton 2.5L SC HDX (4X4) MT,Diesel,0
2021-02-01,Mitsubishi,Triton SU 2.5L HP-E D CAB Ultimate (4X4) A/T,Diesel,20
2021-02-01,Mitsubishi,Xpander 1.5L EXCEED (4X2) CVT,Bensin (ICE),0
2021-02-01,Mitsubishi,Xpander 1.5L EXCEED (4X2) M/T,Bensin (ICE),0
2021-02-01,Mitsubishi,Xpander 1.5L Exceed (4X2) A/T,Bensin (ICE),109
2021-02-01,Mitsubishi,Xpander 1.5L Exceed (4X2) M/T,Bensin (ICE),168
2021-02-01,Mitsubishi,Xpander 1.5L GLS (4X2) A/T,Bensin (ICE),22
2021-02-01,Mitsubishi,Xpander 1.5L GLS (4X2) CVT,Bensin (ICE),0
2021-02-01,Mitsubishi,Xpander 1.5L GLS (4X2) M/T,Bensin (ICE),29
2021-02-01,Mitsubishi,Xpander 1.5L GLX (4X2) M/T,Bensin (ICE),18
2021-02-01,Mitsubishi,Xpander 1.5L SPORT (4X2) CVT,Bensin (ICE),0
2021-02-01,Mitsubishi,Xpander 1.5L SPORT (4X2) M/T,Bensin (ICE),0
2021-02-01,Mitsubishi,Xpander 1.5L Sport (4X2) A/T,Bensin (ICE),119
2021-02-01,Mitsubishi,Xpander 1.5L Sport (4X2) M/T,Bensin (ICE),46
2021-02-01,Mitsubishi,Xpander 1.5L ULTIMATE (4X2) CVT,Bensin (ICE),0
2021-02-01,Mitsubishi,Xpander 1.5L Ultimate (4X2) A/T,Bensin (ICE),413
2021-02-01,Mitsubishi,Xpander Cross 1.5L (4X2) A/T,Bensin (ICE),266
2021-02-01,Mitsubishi,Xpander Cross 1.5L (4X2) CVT,Bensin (ICE),0
2021-02-01,Mitsubishi,Xpander Cross 1.5L (4X2) M/T,Bensin (ICE),66
2021-02-01,Mitsubishi,Xpander Cross 1.5L PREMIUM (4X2) A/T,Bensin (ICE),508
2021-02-01,Mitsubishi,Xpander Cross 1.5L PREMIUM (4X2) CVT,Bensin (ICE),0
2021-02-01,Morris Garage,HS Excite,Bensin (ICE),2
2021-02-01,Morris Garage,HS Ignite,Bensin (ICE),21
2021-02-01,Morris Garage,HS i-Smart Magnify,Bensin (ICE),0
2021-02-01,Morris Garage,ZS Activate 1.5L CVT,Bensin (ICE),0
2021-02-01,Morris Garage,ZS Excite,Bensin (ICE),1
2021-02-01,Morris Garage,ZS Ignite,Bensin (ICE),12
2021-02-01,Morris Garage,ZS Ignite 1.5L CVT,Bensin (ICE),0
2021-02-01,Morris Garage,ZS Magnify 1.5L CVT,Bensin (ICE),0
2021-02-01,Nissan,KICKS E-POWER,Bensin (ICE),17
2021-02-01,Nissan,Leaf,Elektrik (BEV),0
2021-02-01,Nissan,Livina EL M/T,Bensin (ICE),0
2021-02-01,Nissan,Livina VE,Bensin (ICE),0
2021-02-01,Nissan,Livina VL,Bensin (ICE),0
2021-02-01,Nissan,Magnite Premium Mid Turbo MT,Bensin (ICE),0
2021-02-01,Nissan,Magnite Premium Turbo CVT,Bensin (ICE),3
2021-02-01,Nissan,Magnite Premium Turbo MT,Bensin (ICE),0
2021-02-01,Nissan,Magnite Premium Upper Turbo CVT,Bensin (ICE),0
2021-02-01,Nissan,Magnite Premium Upper Turbo MT,Bensin (ICE),0
2021-02-01,Nissan,New Serena-HWS,Bensin (ICE),0
2021-02-01,Nissan,Terra VL 2.5 AT 4x4,Diesel,0
2021-02-01,Nissan,X-Trail 2.5 Upper CVT,Bensin (ICE),0
2021-02-01,Peugeot,NEW 3008 AT Active,Bensin (ICE),0
2021-02-01,Peugeot,NEW 3008 AT Allure Midlife,Bensin (ICE),0
2021-02-01,Peugeot,NEW 5008 AT Active,Bensin (ICE),0
2021-02-01,Peugeot,NEW 5008 AT Allure Midlife,Bensin (ICE),0
2021-02-01,Peugeot,New 3008 AT,Bensin (ICE),0
2021-02-01,Peugeot,New 3008 AT Allure,Bensin (ICE),5
2021-02-01,Peugeot,New 5008 AT Allure,Bensin (ICE),14
2021-02-01,Renault,New Koleos Signature,Bensin (ICE),0
2021-02-01,Renault,New Kwid Climber,Bensin (ICE),0
2021-02-01,Renault,Triber RXT MT,Bensin (ICE),0
2021-02-01,Renault,Triber RXZ AT,Bensin (ICE),0
2021-02-01,Scania,P310LB-4X2,Bensin (ICE),0
2021-02-01,Suzuki,APV SGX,Bensin (ICE),8
2021-02-01,Suzuki,APV-GE,Bensin (ICE),71
2021-02-01,Suzuki,APV-GL,Bensin (ICE),26
2021-02-01,Suzuki,APV-GX,Bensin (ICE),34
2021-02-01,Suzuki,All New Ertiga 02 GA,Bensin (ICE),7
2021-02-01,Suzuki,All New Ertiga 02 GL AT,Bensin (ICE),39
2021-02-01,Suzuki,All New Ertiga 02 GL MT,Bensin (ICE),56
2021-02-01,Suzuki,All New Ertiga 02 GX AT,Bensin (ICE),15
2021-02-01,Suzuki,All New Ertiga 02 GX MT,Bensin (ICE),52
2021-02-01,Suzuki,All New Ertiga SS AT,Bensin (ICE),25
2021-02-01,Suzuki,All New Ertiga SS MT,Bensin (ICE),13
2021-02-01,Suzuki,Ignis GL AT,Bensin (ICE),18
2021-02-01,Suzuki,Ignis GL MT,Bensin (ICE),14
2021-02-01,Suzuki,Ignis GX AT,Bensin (ICE),19
2021-02-01,Suzuki,Ignis GX MT,Bensin (ICE),20
2021-02-01,Suzuki,Karimun Wagon R GL,Bensin (ICE),107
2021-02-01,Suzuki,Karimun Wagon R GS,Bensin (ICE),80
2021-02-01,Suzuki,New Baleno,Bensin (ICE),1
2021-02-01,Suzuki,New Baleno AT,Bensin (ICE),119
2021-02-01,Suzuki,New Carry CH,Bensin (ICE),111
2021-02-01,Suzuki,New Carry PU FD,Bensin (ICE),2585
2021-02-01,Suzuki,New Carry PU WD,Bensin (ICE),631
2021-02-01,Suzuki,New Jimny 2TONE AT,Bensin (ICE),13
2021-02-01,Suzuki,New Jimny 2TONE MT,Bensin (ICE),0
2021-02-01,Suzuki,New Jimny AT,Bensin (ICE),17
2021-02-01,Suzuki,New Jimny MT,Bensin (ICE),0
2021-02-01,Suzuki,New SX4 S-Cros,Bensin (ICE),2
2021-02-01,Suzuki,New SX4 S-Cros AT,Bensin (ICE),11
2021-02-01,Suzuki,XL-7 ALPHA AT,Bensin (ICE),190
2021-02-01,Suzuki,XL-7 ALPHA MT,Bensin (ICE),42
2021-02-01,Suzuki,XL-7 BETA AT,Bensin (ICE),114
2021-02-01,Suzuki,XL-7 BETA MT,Bensin (ICE),89
2021-02-01,Suzuki,XL-7 ZETA AT,Bensin (ICE),28
2021-02-01,Suzuki,XL-7 ZETA MT,Bensin (ICE),43
2021-02-01,Tata,ACE EX2,Bensin (ICE),1
2021-02-01,Tata,LP 713 Chassis,Bensin (ICE),0
2021-02-01,Tata,LPT 1116,Bensin (ICE),0
2021-02-01,Tata,LPT 407,Bensin (ICE),0
2021-02-01,Tata,LPT 813,Bensin (ICE),0
2021-02-01,Tata,LPT 913,Bensin (ICE),0
2021-02-01,Tata,Prima 3338.K,Bensin (ICE),0
2021-02-01,Tata,Prima 4028.S NON-AC,Bensin (ICE),0
2021-02-01,Tata,Prima 4928.S NON-AC,Bensin (ICE),0
2021-02-01,Tata,Prima LX 2528K,Bensin (ICE),0
2021-02-01,Tata,Prima LX 3123T,Bensin (ICE),0
2021-02-01,Tata,Super Ace Dle,Bensin (ICE),0
2021-02-01,Tata,Super Ace Dls,Bensin (ICE),8
2021-02-01,Tata,Super Ace Dls SC CHA,Bensin (ICE),1
2021-02-01,Tata,Ultra 1012/45,Bensin (ICE),0
2021-02-01,Tata,Ultra 1014/33,Bensin (ICE),0
2021-02-01,Tata,Ultra 1014/45,Bensin (ICE),0
2021-02-01,Tata,Xenon RX,Bensin (ICE),0
2021-02-01,Tata,Xenon XT,Bensin (ICE),0
2021-02-01,Toyota,86 Aero,Bensin (ICE),2
2021-02-01,Toyota,86 MT,Bensin (ICE),2
2021-02-01,Toyota,86 TRD,Bensin (ICE),0
2021-02-01,Toyota,ALL New Rush  1.5 G A/T,Bensin (ICE),134
2021-02-01,Toyota,ALL New Rush 1.5 G,Bensin (ICE),125
2021-02-01,Toyota,ALL New Rush 1.5 TRD Sportivo,Bensin (ICE),998
2021-02-01,Toyota,ALL New Rush 1.5 TRD Sportivo A/T,Bensin (ICE),903
2021-02-01,Toyota,All New Avanza  1.5 2021,Bensin (ICE),0
2021-02-01,Toyota,All New Avanza  1.5 Q CVT 2021,Bensin (ICE),0
2021-02-01,Toyota,All New Avanza  1.5 Q CVT TSS 2021,Bensin (ICE),0
2021-02-01,Toyota,All New Avanza 1.3 E 2021,Bensin (ICE),0
2021-02-01,Toyota,All New Avanza 1.3 E BMC 2015,Bensin (ICE),0
2021-02-01,Toyota,All New Avanza 1.3 G A/T BMC 2015,Bensin (ICE),0
2021-02-01,Toyota,All New Avanza 1.3 G BMC 2015,Bensin (ICE),1
2021-02-01,Toyota,All New Avanza 1.5 G 2021,Bensin (ICE),0
2021-02-01,Toyota,All New Avanza 1.5 G CVT 2021,Bensin (ICE),0
2021-02-01,Toyota,All New Avanza 1.5 G CVT TSS 2021,Bensin (ICE),0
2021-02-01,Toyota,All New Avanza Veloz 1.3 BMC 2015,Bensin (ICE),1
2021-02-01,Toyota,All New Avanza Veloz 1.5 BMC 2015,Bensin (ICE),0
2021-02-01,Toyota,All New Camry 2.5 G,Bensin (ICE),7
2021-02-01,Toyota,All New Camry 2.5 Hybrid Mi,Hybrid (HEV),19
2021-02-01,Toyota,All New Camry 2.5 V,Bensin (ICE),85
2021-02-01,Toyota,All New Corolla Altis 1.8 Hybrid AT,Hybrid (HEV),13
2021-02-01,Toyota,All New Corolla Altis V AT,Bensin (ICE),94
2021-02-01,Toyota,All New Kijang Innova G A/T DSL Mi 2020,Bensin (ICE),769
2021-02-01,Toyota,All New Kijang Innova G A/T Luxury Mi 2020,Bensin (ICE),59
2021-02-01,Toyota,All New Kijang Innova G A/T Mi 2020,Bensin (ICE),154
2021-02-01,Toyota,All New Kijang Innova G DSL Mi 2020,Bensin (ICE),390
2021-02-01,Toyota,All New Kijang Innova G Luxury Mi 2020,Bensin (ICE),2
2021-02-01,Toyota,All New Kijang Innova G Mi 2020,Bensin (ICE),291
2021-02-01,Toyota,All New Kijang Innova V A/T DSL Mi 2020,Bensin (ICE),719
2021-02-01,Toyota,All New Kijang Innova V A/T Luxury Mi 2020,Bensin (ICE),69
2021-02-01,Toyota,All New Kijang Innova V A/T Mi 2020,Bensin (ICE),101
2021-02-01,Toyota,All New Kijang Innova V DSL Mi 2020,Bensin (ICE),99
2021-02-01,Toyota,All New Kijang Innova V Luxury Mi 2020,Bensin (ICE),5
2021-02-01,Toyota,All New Kijang Innova V Mi 2020,Bensin (ICE),0
2021-02-01,Toyota,All New Kijang Innova Venturer A/T DSL Mi 202,Bensin (ICE),363
2021-02-01,Toyota,All New Kijang Innova Venturer A/T Mi 2020,Bensin (ICE),81
2021-02-01,Toyota,All New Kijang Innova Venturer A/T edisi 50 Tah,Bensin (ICE),0
2021-02-01,Toyota,All New Kijang Innova Venturer DSL Mi 2020,Bensin (ICE),10
2021-02-01,Toyota,All New Kijang Innova Venturer Mi 2020,Bensin (ICE),5
2021-02-01,Toyota,All New Kijang Innova Venturre A/T DSL edisi 5,Bensin (ICE),0
2021-02-01,Toyota,All New Kijang Inova G 2015,Bensin (ICE),0
2021-02-01,Toyota,All New Kijang Inova G AT 2015,Bensin (ICE),1
2021-02-01,Toyota,All New Kijang Inova G AT D 2015,Bensin (ICE),2
2021-02-01,Toyota,All New Kijang Inova G AT D TRD,Bensin (ICE),0
2021-02-01,Toyota,All New Kijang Inova G D 2015,Bensin (ICE),2
2021-02-01,Toyota,All New Kijang Inova G D TRD,Bensin (ICE),0
2021-02-01,Toyota,All New Kijang Inova Q 2015,Bensin (ICE),1
2021-02-01,Toyota,All New Kijang Inova V  D 2015,Bensin (ICE),0
2021-02-01,Toyota,All New Kijang Inova V 2015,Bensin (ICE),0
2021-02-01,Toyota,All New Kijang Inova V AT 2015,Bensin (ICE),0
2021-02-01,Toyota,All New Kijang Inova V AT D 2015,Bensin (ICE),0
2021-02-01,Toyota,All New Kijang Inova V AT D TRD,Bensin (ICE),0
2021-02-01,Toyota,All New Kijang Inova Venturer AT D,Bensin (ICE),0
2021-02-01,Toyota,All New Kijang Inova Venturer D,Bensin (ICE),0
2021-02-01,Toyota,All NewYaris 1.5  Haykers AT,Bensin (ICE),0
2021-02-01,Toyota,"Alphard 2,5 G",Bensin (ICE),109
2021-02-01,Toyota,Alphard 2.5 X,Bensin (ICE),0
2021-02-01,Toyota,"Alphard 3,5",Bensin (ICE),1
2021-02-01,Toyota,Avanza 1.3 A/T Transmover,Bensin (ICE),0
2021-02-01,Toyota,C+POD EV,Bensin (ICE),0
2021-02-01,Toyota,C-HR 1.8 A/T,Bensin (ICE),1
2021-02-01,Toyota,C-HR 1.8 A/T Dual Tone,Bensin (ICE),0
2021-02-01,Toyota,C-HR 1.8 A/T Hybrid,Hybrid (HEV),17
2021-02-01,Toyota,COMS EV,Bensin (ICE),0
2021-02-01,Toyota,Calya 1.2 E,Bensin (ICE),175
2021-02-01,Toyota,Calya 1.2 E STD,Bensin (ICE),134
2021-02-01,Toyota,Calya 1.2 G,Bensin (ICE),1746
2021-02-01,Toyota,Calya 1.2 G A/T,Bensin (ICE),725
2021-02-01,Toyota,Century Hybrid 5.0 A/T,Hybrid (HEV),0
2021-02-01,Toyota,Corolla Cross 1.8 A/T,Bensin (ICE),25
2021-02-01,Toyota,Corolla Cross 1.8 A/T Hybrid,Hybrid (HEV),264
2021-02-01,Toyota,Dyna FT 110 PS Long,Bensin (ICE),0
2021-02-01,Toyota,Dyna FT 130 PS Long Expedition,Bensin (ICE),0
2021-02-01,Toyota,Dyna FT 130 PS Long Expedition Hi Gear,Bensin (ICE),0
2021-02-01,Toyota,Dyna FT 130 PS Off Road Hi Gear,Bensin (ICE),0
2021-02-01,Toyota,Dyna HT 130 Extreme HI Gear,Bensin (ICE),0
2021-02-01,Toyota,Dyna HT 130 Hi Gear,Bensin (ICE),2
2021-02-01,Toyota,Dyna HT 130 STD Gear,Bensin (ICE),0
2021-02-01,Toyota,Dyna ST 110,Bensin (ICE),5
2021-02-01,Toyota,Dyna ST 110 PS STD,Bensin (ICE),30
2021-02-01,Toyota,Fortuner 2.7 FMC 2015 AT,Bensin (ICE),1
2021-02-01,Toyota,Fortuner 2.7 TRD SPORTIVO LUX 4X2 A/T,Bensin (ICE),0
2021-02-01,Toyota,Fortuner G 2.4 A/T 4x4 DSL Imp 2021,Bensin (ICE),0
2021-02-01,Toyota,Fortuner G 2.4 A/T 4x4 DSL Mi 2020,Bensin (ICE),4
2021-02-01,Toyota,Fortuner G 2.4 DSL A/T Mi 2020,Bensin (ICE),30
2021-02-01,Toyota,Fortuner G 2.4 DSL FMC 2015 AT,Bensin (ICE),1
2021-02-01,Toyota,Fortuner G 2.4 DSL Mi 2020,Bensin (ICE),85
2021-02-01,Toyota,Fortuner SRZ 2.7 A/T Mi 2020,Bensin (ICE),0
2021-02-01,Toyota,Fortuner SRZ 2.7 A/T TRD Mi 2020 Mi 2020,Bensin (ICE),43
2021-02-01,Toyota,Fortuner SRZ 2.7 TRD AT,Bensin (ICE),0
2021-02-01,Toyota,Fortuner VRZ 2.4 A/T 4x4 DSL Imp 2021,Bensin (ICE),0
2021-02-01,Toyota,Fortuner VRZ 2.4 A/T 4x4 DSL Mi 2020,Bensin (ICE),48
2021-02-01,Toyota,Fortuner VRZ 2.4 DSL A/T Imp 2021,Bensin (ICE),0
2021-02-01,Toyota,Fortuner VRZ 2.4 DSL A/T Mi 2020,Bensin (ICE),188
2021-02-01,Toyota,Fortuner VRZ 2.4 TRD A/T DSL Mi 2020,Bensin (ICE),1276
2021-02-01,Toyota,Fortuner VRZ 2.4 TRD AT D,Bensin (ICE),0
2021-02-01,Toyota,GR YARIS 1.6,Bensin (ICE),0
